Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Unit,Source
Cash from Operating Activity +,"1,047","3,118","3,300","5,980","2,952","2,556",-121,"9,561","5,999","7,264","8,297","12,724",Cr,Screener
Cash from Investing Activity +,"-1,214","-1,884","-1,522",-46,"1,787","1,585","-6,834","-2,780","4,555","-1,738","6,362","-6,356",Cr,Screener
Cash from Financing Activity +,504,"-1,437","-2,464","-6,073","-3,489","-4,606","7,419","-6,698","-8,360","-7,441","-14,522","-6,725",Cr,Screener
Net Cash Flow,337,-203,-687,-140,"1,250",-464,464,82,"2,193","-1,916",137,-357,Cr,Screener
