Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Unit,Source
Cash from Operating Activity +,"17,729","5,619","17,045","12,497","1,012","-30,893","-12,613","30,903","20,464","21,780","-27,895","22,272",Cr,Screener
Cash from Investing Activity +,-634,-849,-783,-527,"-1,288",-260,-239,-839,"-1,207",-682,"-1,539","-1,534",Cr,Screener
Cash from Financing Activity +,988,"5,946",856,739,"7,407","10,979","13,557","5,293","2,041","1,364","3,430","-1,123",Cr,Screener
Net Cash Flow,"18,083","10,716","17,119","12,709","7,130","-20,174",705,"35,357","21,297","22,462","-26,004","19,615",Cr,Screener
