Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Unit,Source
Debtor Days,60,67,66,67,72,67,71,70,67,61,71,71,Days,Screener
Cash Conversion Cycle,60,67,66,67,72,67,71,70,67,61,71,71,Days,Screener
Working Capital Days,18,4,36,44,57,46,51,47,34,40,69,53,Days,Screener
ROCE %,36%,36%,32%,29%,30%,31%,32%,35%,39%,44%,46%,41%,%,Screener
