Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Unit,Source
Cash from Operating Activity +,"9,148","7,955","9,578","10,478","12,475","13,989","15,572","19,902","22,096","19,169","20,787","29,409",Cr,Screener
Cash from Investing Activity +,"-2,272",628,"-1,216","-13,533","5,678",-637,-170,"-6,286","-3,163",952,"-3,305","-1,956",Cr,Screener
Cash from Financing Activity +,"-3,177","-4,961","-6,908","-6,968","-20,536","-14,571","-17,391","-9,566","-24,275","-25,857","-15,825","-21,379",Cr,Screener
Net Cash Flow,"3,699","3,622","1,454","-10,023","-2,383","-1,219","-1,989","4,050","-5,342","-5,736","1,657","6,074",Cr,Screener
