Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Unit,Source
Debtor Days,171,172,138,165,164,128,143,112,125,92,87,94,Days,Screener
Inventory Days,233,223,234,256,258,242,224,250,242,219,291,275,Days,Screener
Days Payable,123,93,99,110,147,124,109,118,121,127,148,120,Days,Screener
Cash Conversion Cycle,281,302,273,311,274,246,257,243,247,184,230,250,Days,Screener
Working Capital Days,115,99,82,112,98,125,116,95,89,95,130,63,Days,Screener
ROCE %,23%,16%,12%,11%,5%,12%,19%,15%,12%,19%,25%,26%,%,Screener
