Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Unit,Source
Debtor Days,24,20,22,20,21,21,17,19,20,19,19,22,Days,Screener
Inventory Days,262,282,209,202,242,207,204,180,220,247,262,249,Days,Screener
Days Payable,269,159,145,155,173,162,162,205,228,266,265,228,Days,Screener
Cash Conversion Cycle,18,143,86,66,90,66,59,-5,12,0,16,43,Days,Screener
Working Capital Days,-14,-62,-95,-49,-60,-37,-37,-78,-38,-59,-54,-59,Days,Screener
ROCE %,13%,13%,13%,14%,13%,11%,12%,16%,15%,13%,16%,12%,%,Screener
