Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Unit,Source
Debtor Days,17,9,1,16,1,0,3,7,1,1,0,0,Days,Screener
Inventory Days,,,,303,,,,,,17,,,Days,Screener
Days Payable,,,,481,,,,,,51,,,Days,Screener
Cash Conversion Cycle,17,9,1,-161,1,0,3,7,1,-34,0,0,Days,Screener
Working Capital Days,"-1,473",-747,-652,"1,680",-76,373,"1,487","1,926",675,294,466,525,Days,Screener
ROCE %,82%,84%,102%,96%,70%,79%,73%,46%,69%,91%,94%,97%,%,Screener
