Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Unit,Source
Cash from Operating Activity +,"37,888","24,964","39,894","32,788","37,537","42,304","57,785","27,665","49,301","79,121","65,336","73,010",Cr,Screener
Cash from Investing Activity +,"-30,550","-17,991","-32,683","-21,304","-53,730","-22,088","-34,958","-20,657","-23,502","-55,648","-42,694","-46,789",Cr,Screener
Cash from Financing Activity +,"-9,757","-8,098","-7,316","-11,455","16,180","-20,230","-22,747","-6,984","-25,869","-23,445","-22,685","-26,246",Cr,Screener
Net Cash Flow,"-2,420","-1,125",-105,29,-13,-13,80,24,-70,27,-43,-24,Cr,Screener
