Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Unit,Source
Cash from Operating Activity +,"2,031","1,029","3,641","5,898","4,414","3,171","2,786","5,564","5,208","4,836","8,112","8,890",Cr,Screener
Cash from Investing Activity +,"-3,403",-318,"-1,050","-1,229","2,287",-811,"-2,244","-3,486","-1,937","-1,481",312,"-7,432",Cr,Screener
Cash from Financing Activity +,"1,601",-842,"-2,931",-584,"-9,188","-2,657","1,181","-4,306",-869,"-6,290","-8,036","-1,401",Cr,Screener
Net Cash Flow,230,-131,-341,"4,085","-2,487",-297,"1,723","-2,228","2,402","-2,935",388,57,Cr,Screener
