Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Unit,Source
Debtor Days,45,44,36,38,38,40,36,94,49,46,41,36,Days,Screener
Inventory Days,48,50,49,48,52,47,50,63,28,19,22,21,Days,Screener
Days Payable,45,48,51,43,45,45,51,254,124,124,138,134,Days,Screener
Cash Conversion Cycle,48,46,34,44,44,42,35,-96,-46,-59,-76,-77,Days,Screener
Working Capital Days,42,43,25,37,19,3,-0,12,72,73,64,2,Days,Screener
ROCE %,13%,12%,11%,9%,9%,11%,13%,4%,13%,16%,15%,16%,%,Screener
