Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Unit,Source
Cash from Operating Activity +,303,389,626,632,539,907,"1,096",916,"1,201","1,224","1,191","1,742",Cr,Screener
Cash from Investing Activity +,-310,-681,-910,-804,-378,-776,-264,-781,-504,-588,-835,"-1,046",Cr,Screener
Cash from Financing Activity +,-40,332,290,130,-106,-160,-771,-176,-577,-779,-297,-739,Cr,Screener
Net Cash Flow,-47,40,7,-42,54,-28,62,-41,120,-143,59,-43,Cr,Screener
