Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Unit,Source
Debtor Days,95,89,83,69,81,88,106,97,79,75,72,66,Days,Screener
Inventory Days,,,,,481,657,651,776,835,881,704,719,Days,Screener
Days Payable,,,,,215,263,210,203,183,227,160,132,Days,Screener
Cash Conversion Cycle,95,89,83,69,346,483,547,670,731,730,615,653,Days,Screener
Working Capital Days,214,228,171,145,146,217,280,317,346,357,323,336,Days,Screener
ROCE %,32%,28%,26%,29%,41%,35%,20%,21%,20%,11%,8%,10%,%,Screener
