Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Unit,Source
Cash from Operating Activity +,443,662,550,824,733,263,307,"1,102",286,178,675,936,Cr,Screener
Cash from Investing Activity +,-368,-183,42,-272,403,"1,061",256,-366,462,11,-47,"-1,343",Cr,Screener
Cash from Financing Activity +,-149,-342,-410,-379,"-1,090",-966,"-1,039",-537,-704,-396,-250,38,Cr,Screener
Net Cash Flow,-74,138,182,172,47,358,-476,198,44,-207,378,-368,Cr,Screener
