Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Unit,Source
Debtor Days,6,4,4,9,8,8,7,12,10,5,7,8,Days,Screener
Inventory Days,29,24,31,41,37,30,29,50,51,32,42,43,Days,Screener
Days Payable,18,21,19,24,26,24,18,30,36,20,27,29,Days,Screener
Cash Conversion Cycle,17,7,16,26,18,14,18,32,24,17,21,22,Days,Screener
Working Capital Days,-5,-13,-19,-26,-20,-8,-30,-29,-22,-18,-14,-24,Days,Screener
ROCE %,18%,21%,28%,24%,22%,19%,8%,21%,18%,7%,40%,20%,%,Screener
