Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Unit,Source
Cash from Operating Activity +,-551,508,567,"1,768",299,"1,249",-289,"4,101","-1,126","1,810","2,030",-170,Cr,Screener
Cash from Investing Activity +,-275,-124,-151,"-1,022",-179,-910,243,"-2,744","1,564","-1,653","-4,634",140,Cr,Screener
Cash from Financing Activity +,497,"-1,004",-505,-154,-325,-442,-268,"-1,260",-468,-155,"2,757",1,Cr,Screener
Net Cash Flow,-330,-620,-89,592,-205,-102,-314,97,-30,2,153,-29,Cr,Screener
