Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Unit,Source
Debtor Days,70,70,123,134,184,131,168,136,94,71,67,60,Days,Screener
Cash Conversion Cycle,70,70,123,134,184,131,168,136,94,71,67,60,Days,Screener
Working Capital Days,211,88,-129,154,310,-16,-46,-127,125,-191,-290,-198,Days,Screener
ROCE %,17%,14%,15%,13%,15%,13%,12%,10%,7%,7%,7%,9%,%,Screener
