Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Unit,Source
Cash from Operating Activity +,"6,962","9,309","9,212","10,002","12,651","11,749","13,806","11,494","14,808","17,912","16,118","16,751",Cr,Screener
Cash from Investing Activity +,"-2,823","-4,820","-3,711","-2,780","-6,691","-5,082","-5,517","6,555","-1,517","-5,159","2,128",39,Cr,Screener
Cash from Financing Activity +,"-4,174","-4,574","-5,465","-7,138","-6,020","-6,601","-7,891","-18,379","-13,337","-12,730","-18,255","-16,766",Cr,Screener
Net Cash Flow,-35,-85,36,84,-60,67,399,-330,-46,22,-9,24,Cr,Screener
