Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Unit,Source
Debtor Days,67,74,57,66,75,93,103,98,66,73,59,74,Days,Screener
Inventory Days,244,302,217,234,267,232,255,274,215,242,234,241,Days,Screener
Days Payable,93,126,74,114,139,120,136,133,97,121,121,126,Days,Screener
Cash Conversion Cycle,217,250,201,185,203,206,222,239,184,195,172,189,Days,Screener
Working Capital Days,92,91,88,105,126,145,146,149,124,176,160,154,Days,Screener
ROCE %,19%,14%,14%,9%,14%,16%,17%,15%,18%,13%,19%,20%,%,Screener
