Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Unit,Source
Cash from Operating Activity +,"1,371","1,144","1,980","1,420","2,136","2,395","2,813","3,460","1,260","4,222","5,757","4,166",Cr,Screener
Cash from Investing Activity +,-618,-292,-863,-584,"-1,371",-833,-775,-437,-340,"-1,397","-2,270",-832,Cr,Screener
Cash from Financing Activity +,-560,-728,-704,-956,"-1,239","-1,089","-2,501",-583,"-1,989","-2,185","-2,948","-3,416",Cr,Screener
Net Cash Flow,194,124,413,-120,-474,473,-462,"2,440","-1,069",640,540,-82,Cr,Screener
