Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Unit,Source
Cash from Operating Activity +,588,220,-704,-156,986,"1,908",601,"1,557","2,105","11,187",508,"-3,732",Cr,Screener
Cash from Investing Activity +,"-1,051","1,863","1,130",646,172,"2,397",91,"-1,318","-3,126","-16,009","-2,466","-6,466",Cr,Screener
Cash from Financing Activity +,392,"-2,050",-530,-308,"-1,145","-4,437",-422,-632,"1,066","5,110","2,100","9,941",Cr,Screener
Net Cash Flow,-71,33,-105,181,13,-132,270,-392,45,289,142,-257,Cr,Screener
