Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Unit,Source
Cash from Operating Activity +,"42,160","35,285","43,447","51,450","62,000","29,191","77,533",-512,"67,491","55,340","73,998","79,392",Cr,Screener
Cash from Investing Activity +,"-64,013","-55,998","-41,223","-54,949","-59,109","-53,949","-143,583","74,257","-45,315","-8,678","-38,292","-28,106",Cr,Screener
Cash from Financing Activity +,"5,530",-940,"-6,903","-1,639","-1,914","25,795","70,767","-76,657","-6,035","-7,369","-27,465","-38,063",Cr,Screener
Net Cash Flow,"-16,323","-21,653","-4,679","-5,138",977,"1,037","4,717","-2,912","16,141","39,293","8,241","13,223",Cr,Screener
