Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Unit,Source
Debtor Days,16,22,19,19,29,28,26,18,14,9,10,11,Days,Screener
Cash Conversion Cycle,16,22,19,19,29,28,26,18,14,9,10,11,Days,Screener
Working Capital Days,-97,-88,-100,-113,-193,-317,-312,-205,-227,-184,-198,-266,Days,Screener
ROCE %,13%,15%,11%,9%,4%,-0%,1%,4%,5%,9%,9%,8%,%,Screener
