Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Unit,Source
Cash from Operating Activity +,"3,724","3,272","3,974","4,953","5,913","5,728","7,305","8,957","8,964","9,626","14,884","11,606",Cr,Screener
Cash from Investing Activity +,-513,280,-51,-752,"-1,261",-264,"1,926","-1,067","-1,732","-1,062","-4,971","6,763",Cr,Screener
Cash from Financing Activity +,"-2,917","-3,450","-4,008","-4,264","-4,651","-5,462","-6,676","-9,280","-7,984","-8,966","-9,890","-13,031",Cr,Screener
Net Cash Flow,294,101,-85,-63,1,2,"2,555","-1,390",-752,-402,23,"5,338",Cr,Screener
