Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Unit,Source
Cash from Operating Activity +,"-2,405",149,"-1,254","-1,621","-1,171","1,242","1,306",-417,"7,636",507,-292,"4,199",Cr,Screener
Cash from Investing Activity +,517,"2,642","3,640","2,381","1,394",431,"1,483","1,452","-2,697",-686,-265,-202,Cr,Screener
Cash from Financing Activity +,"1,742","-2,674","-2,368",-753,-272,"-1,469","-2,871","-1,000","-4,871",169,474,"-3,831",Cr,Screener
Net Cash Flow,-145,117,17,7,-50,205,-82,36,68,-9,-84,166,Cr,Screener
