Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM,Unit,Source
Revenue +,"8,767","9,720","16,384","17,699","19,748","23,890","26,930","26,840","27,039","34,251","45,799","52,920","54,919",Cr,Screener
Interest,"5,047","5,496","9,484","9,573","10,217","12,684","13,430","11,501","10,221","12,699","19,806","24,578","25,501",Cr,Screener
Other Income +,"1,400","2,028","2,612","3,477","4,052","4,657","5,372","5,007","5,986","7,083","10,833","14,961","11,689",Cr,Screener
Depreciation,165,193,287,291,303,367,372,367,381,462,615,729,0,Cr,Screener
Profit before tax,"2,272","2,833","3,124","5,148","6,218","7,386","7,805","9,303","11,361","14,391","18,014","21,584","17,810",Cr,Screener
Tax %,34%,34%,33%,34%,34%,34%,24%,25%,25%,24%,23%,24%,,%,Screener
Net Profit +,"1,503","1,866","2,090","3,412","4,084","4,865","5,947","6,965","8,573","10,939","13,782","16,450","13,533",Cr,Screener
EPS in Rs,1.95,2.42,2.28,3.71,4.29,5.10,6.22,7.03,8.64,11.01,13.87,16.55,13.61,₹,Screener
Dividend Payout %,4%,4%,4%,3%,3%,3%,-0%,3%,3%,3%,3%,3%,,%,Screener
