Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Unit,Source
Debtor Days,38,45,48,46,45,50,49,82,83,120,93,64,Days,Screener
Cash Conversion Cycle,38,45,48,46,45,50,49,82,83,120,93,64,Days,Screener
Working Capital Days,-363,-343,-315,-242,-205,-300,-272,-192,-225,-151,-112,-132,Days,Screener
ROCE %,9%,8%,9%,10%,12%,10%,11%,12%,12%,13%,13%,13%,%,Screener
