Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Unit,Source
Cash from Operating Activity +,558,822,"1,036","1,149",765,964,"1,208","1,947","1,910","2,447","1,266","1,650",Cr,Screener
Cash from Investing Activity +,-305,-521,-411,"-1,137",-476,-684,-81,75,"-2,195","-2,707",-268,-803,Cr,Screener
Cash from Financing Activity +,-248,-303,-630,3,-314,-246,"-1,091",-34,-532,-796,-798,-797,Cr,Screener
Net Cash Flow,5,-1,-5,15,-25,34,36,"1,988",-817,"-1,056",200,50,Cr,Screener
