Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Unit,Source
Cash from Operating Activity +,-695,"1,349","2,249",-97,-789,"1,466","2,533","5,103","4,161","1,155","4,648",480,Cr,Screener
Cash from Investing Activity +,872,-842,"-1,485","3,148",41,-854,-639,"-2,569","-4,861","2,782","-5,889",748,Cr,Screener
Cash from Financing Activity +,-212,-232,-316,"-2,835","-1,201",-628,"-1,059","-1,075","-1,077","-1,312","-1,474","-1,696",Cr,Screener
Net Cash Flow,-35,276,448,216,"-1,948",-16,834,"1,459","-1,777","2,625","-2,715",-467,Cr,Screener
