Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Unit,Source
Cash from Operating Activity +,"4,904","6,321","8,484","10,279","11,785","6,593","3,405","8,839","1,791","9,228","15,167","14,012",Cr,Screener
Cash from Investing Activity +,"-4,893","-4,410","-7,227","-9,178","-8,282","-3,538",-464,"-7,284",-189,"-8,018","-10,683","-10,242",Cr,Screener
Cash from Financing Activity +,-66,"-1,962","-1,236","-1,129","-3,446","-2,948","-3,100","-1,541","-1,602","-1,208","-4,062","-4,149",Cr,Screener
Net Cash Flow,-55,-51,21,-28,57,107,-159,14,-0,1,422,-378,Cr,Screener
