Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Unit,Source
Cash from Operating Activity +,84,39,96,42,142,312,639,169,611,788,"1,344","1,724",Cr,Screener
Cash from Investing Activity +,-55,-15,179,-264,-104,-237,-575,-149,-565,-805,"-1,304","-1,723",Cr,Screener
Cash from Financing Activity +,-24,-28,-55,-1,-28,-28,-119,-0,-48,3,-25,-4,Cr,Screener
Net Cash Flow,5,-4,221,-223,11,48,-56,20,-3,-14,14,-3,Cr,Screener
