Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Unit,Source
Cash from Operating Activity +,"4,669","-4,824","22,428","39,223","13,304","38,419","78,449","124,093","55,047","7,690","81,657","122,357",Cr,Screener
Cash from Investing Activity +,"-11,395","-9,406","-4,279","7,000","-38,966","-24,041","-36,945","-54,186","-35,221","-65,501","-62,245","-69,425",Cr,Screener
Cash from Financing Activity +,"6,838","15,006",-585,"-30,379","34,118","-18,251","-2,645","-55,935","14,868","9,426","1,076","-7,296",Cr,Screener
Net Cash Flow,112,775,"17,564","15,844","8,456","-3,873","38,859","13,973","34,694","-48,384","20,488","45,636",Cr,Screener
