Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Unit,Source
Cash from Operating Activity +,"2,832","4,240","9,845","8,139","2,740","7,699","7,199","6,047","12,564","12,491","13,535","17,011",Cr,Screener
Cash from Investing Activity +,-232,"1,878","-7,422","-13,606","21,033","3,954",887,"8,768","6,408","16,312","6,173","-1,228",Cr,Screener
Cash from Financing Activity +,-506,"-6,194","-1,223","4,817","-23,545","-9,600","-9,449","-13,800","-16,315","-29,174","-23,367","-14,649",Cr,Screener
Net Cash Flow,"2,095",-76,"1,200",-650,228,"2,053","-1,363","1,015","2,657",-371,"-3,659","1,134",Cr,Screener
